frequency(Hz),V/rt(Hz),Title
21.72851563,6.29E-09,SR1 PSD @ 1.5625 kHz Span
21.78955078,6.72E-09,SR1 PSD @ 1.5625 kHz Span
21.85058594,6.97E-09,SR1 PSD @ 1.5625 kHz Span
21.91162109,6.87E-09,SR1 PSD @ 1.5625 kHz Span
21.97265625,6.79E-09,SR1 PSD @ 1.5625 kHz Span
22.03369141,6.56E-09,SR1 PSD @ 1.5625 kHz Span
22.09472656,6.62E-09,SR1 PSD @ 1.5625 kHz Span
22.15576172,7.17E-09,SR1 PSD @ 1.5625 kHz Span
22.21679688,7.40E-09,SR1 PSD @ 1.5625 kHz Span
22.27783203,7.13E-09,SR1 PSD @ 1.5625 kHz Span
22.33886719,6.82E-09,SR1 PSD @ 1.5625 kHz Span
22.39990234,6.85E-09,SR1 PSD @ 1.5625 kHz Span
22.4609375,6.65E-09,SR1 PSD @ 1.5625 kHz Span
22.52197266,6.09E-09,SR1 PSD @ 1.5625 kHz Span
22.58300781,6.54E-09,SR1 PSD @ 1.5625 kHz Span
22.64404297,7.92E-09,SR1 PSD @ 1.5625 kHz Span
22.70507813,8.32E-09,SR1 PSD @ 1.5625 kHz Span
22.76611328,7.98E-09,SR1 PSD @ 1.5625 kHz Span
22.82714844,7.89E-09,SR1 PSD @ 1.5625 kHz Span
22.88818359,7.88E-09,SR1 PSD @ 1.5625 kHz Span
22.94921875,7.55E-09,SR1 PSD @ 1.5625 kHz Span
23.01025391,7.11E-09,SR1 PSD @ 1.5625 kHz Span
23.07128906,7.75E-09,SR1 PSD @ 1.5625 kHz Span
23.13232422,9.58E-09,SR1 PSD @ 1.5625 kHz Span
23.19335938,1.07E-08,SR1 PSD @ 1.5625 kHz Span
23.25439453,9.70E-09,SR1 PSD @ 1.5625 kHz Span
23.31542969,8.13E-09,SR1 PSD @ 1.5625 kHz Span
23.37646484,7.91E-09,SR1 PSD @ 1.5625 kHz Span
23.4375,1.00E-08,SR1 PSD @ 1.5625 kHz Span
23.49853516,1.28E-08,SR1 PSD @ 1.5625 kHz Span
23.55957031,1.23E-08,SR1 PSD @ 1.5625 kHz Span
23.62060547,9.33E-09,SR1 PSD @ 1.5625 kHz Span
23.68164063,8.07E-09,SR1 PSD @ 1.5625 kHz Span
23.74267578,8.04E-09,SR1 PSD @ 1.5625 kHz Span
23.80371094,7.06E-09,SR1 PSD @ 1.5625 kHz Span
23.86474609,6.24E-09,SR1 PSD @ 1.5625 kHz Span
23.92578125,6.74E-09,SR1 PSD @ 1.5625 kHz Span
23.98681641,7.25E-09,SR1 PSD @ 1.5625 kHz Span
24.04785156,6.92E-09,SR1 PSD @ 1.5625 kHz Span
24.10888672,6.78E-09,SR1 PSD @ 1.5625 kHz Span
24.16992188,7.18E-09,SR1 PSD @ 1.5625 kHz Span
24.23095703,7.49E-09,SR1 PSD @ 1.5625 kHz Span
24.29199219,7.40E-09,SR1 PSD @ 1.5625 kHz Span
24.35302734,7.44E-09,SR1 PSD @ 1.5625 kHz Span
24.4140625,7.98E-09,SR1 PSD @ 1.5625 kHz Span
24.47509766,8.12E-09,SR1 PSD @ 1.5625 kHz Span
24.53613281,7.60E-09,SR1 PSD @ 1.5625 kHz Span
24.59716797,6.98E-09,SR1 PSD @ 1.5625 kHz Span
24.65820313,6.45E-09,SR1 PSD @ 1.5625 kHz Span
24.71923828,6.15E-09,SR1 PSD @ 1.5625 kHz Span
24.78027344,6.16E-09,SR1 PSD @ 1.5625 kHz Span
